,Name,Awards,Tittles,Year
3215,Tom Hanks,Nominee Critics Choice Award,Best Actor,2016
3216,Tom Hanks,Nominee Critics Choice Award,Best Actor,2014
3217,Tom Hanks,Nominee CFCA Award,Best Supporting Actor,2019
3218,Tom Hanks,Winner CFCA Award,Best Actor,2001
3219,Tom Hanks,Nominee CFCA Award,Best Actor,1999
3220,Tom Hanks,Winner CFCA Award,Best Actor,1995
3221,Tom Hanks,Nominee CFCA Award,Best Actor,1994
3222,Tom Hanks,Winner Christopher Award,Best Film,2023
3223,Tom Hanks,Winner Christopher Award,Television & Cable,2002
3224,Tom Hanks,Winner Christopher Award,Feature Films,2001
3225,Tom Hanks,Winner President,None,1998
3226,Tom Hanks,Nominee DFWFCA Award,Best Actor,2017
3227,Tom Hanks,Nominee DFWFCA Award,Best Actor,2016
3228,Tom Hanks,Nominee DFWFCA Award,Best Actor,2013
3229,Tom Hanks,Nominee DFWFCA Award,Best Actor,2001
3230,Tom Hanks,Winner DFWFCA Award,Best Actor,1995
3231,Tom Hanks,Nominee David,Best Foreign Actor (Migliore Attore Straniero),1995
3232,Tom Hanks,Nominee Primetime Emmy,Outstanding Variety Special (Live),2021
3233,Tom Hanks,Nominee Primetime Emmy,Outstanding Guest Actor in a Comedy Series,2017
3234,Tom Hanks,Nominee Primetime Emmy,Outstanding Documentary or Nonfiction Series,2016
3235,Tom Hanks,Nominee Primetime Emmy,Outstanding Documentary or Nonfiction Series,2015
3236,Tom Hanks,Winner Primetime Emmy,Outstanding Limited Series,2015
3237,Tom Hanks,Winner Family Film Award,Outstanding Supporting Actor in a Feature Film,2023
3238,Tom Hanks,Winner Family Film Award,Outstanding Actor in a Feature Film,2021
3239,Tom Hanks,Winner Gala Tribute,None,2009
3240,Tom Hanks,Nominee FFCC Award,Best Supporting Actor,2019
3241,Tom Hanks,Winner Golden Apple,Male Star of the Year,1988
3242,Tom Hanks,Nominee Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,2020
3243,Tom Hanks,Winner Cecil B,None,2020
3244,Tom Hanks,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,2018
3245,Tom Hanks,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,2014
3246,Tom Hanks,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,2008
3247,Tom Hanks,Nominee Satellite Award,Best Actor in a Supporting Role,2019
3248,Tom Hanks,Nominee Satellite Award,Best Actor in a Motion Picture,2017
3249,Tom Hanks,Nominee Satellite Award,Best Actor in a Motion Picture,2014
3250,Tom Hanks,Nominee Satellite Award,Best Actor in a Supporting Role,2014
3251,Tom Hanks,Nominee Golden Satellite Award,"Best Actor in a Motion Picture, Drama",2003
3252,Tom Hanks,Winner Man of the Year,None,1995
3253,Tom Hanks,Winner Hollywood Film Award,Actor of the Year,2016
3254,Tom Hanks,Winner Actor of the Year,None,2002
3255,Tom Hanks,Nominee IDA Award,Best Episodic Series,2015
3256,Tom Hanks,Nominee IDA Award,Best Limited Series,2014
3257,Tom Hanks,Nominee Video Source Award,None,2014
3258,Tom Hanks,Nominee KCFCC Award,Best Supporting Actor,2023
3259,Tom Hanks,Winner KCFCC Award,Best Actor,1994
3260,Tom Hanks,Nominee Blimp Award,Favorite Male Voice from an Animated Movie,2020
3261,Tom Hanks,Nominee Blimp Award,Favorite Voice from an Animated Movie,2011
3262,Tom Hanks,Nominee Blimp Award,Favorite Voice from an Animated Movie,2000
3263,Tom Hanks,Nominee Blimp Award,Favorite Movie Actor,1996
3264,Tom Hanks,Nominee Sierra Award,Best Actor,2000
3265,Tom Hanks,Nominee ALFS Award,Supporting Actor of the Year,2020
3266,Tom Hanks,Nominee ALFS Award,Actor of the Year,2014
3267,Tom Hanks,Nominee ALFS Award,Supporting Actor of the Year,2014
3268,Tom Hanks,Nominee ALFS Award,Actor of the Year,1999
3269,Tom Hanks,Winner LAFCA Award,Best Actor,1988
3270,Tom Hanks,Winner Showmanship Award,Motion Picture,2003
3271,Tom Hanks,Nominee MTV Movie Award,Best Male Performance,2001
3272,Tom Hanks,Nominee MTV Movie Award,Best Kiss,2001
3273,Tom Hanks,Nominee MTV Movie Award,Best On-Screen Team,2001
3274,Tom Hanks,Nominee MTV Movie Award,Best On-Screen Duo,2000
3275,Tom Hanks,Nominee MTV Movie Award,Best Male Performance,1999
3276,Tom Hanks,Winner NBR Award,Best Actor,2017
3277,Tom Hanks,Winner NBR Award,Best Actor,1994
3278,Tom Hanks,Nominee NSFC Award,Best Actor,2001
3279,Tom Hanks,Winner NYFCC Award,Best Actor,2000
3280,Tom Hanks,Nominee NYFCC Award,Best Actor,1988
3281,Tom Hanks,Nominee OFCS Award,Best Actor,2013
3282,Tom Hanks,Winner OFCS Award,Best Actor,2001
3283,Tom Hanks,Nominee OFCS Award,Best Actor,1999
3284,Tom Hanks,Winner Icon Award,None,2017
3285,Tom Hanks,Winner Chairman,None,2014
3286,Tom Hanks,Nominee People,Favorite Drama Movie Star,2020
3287,Tom Hanks,Nominee People,Favorite Male Movie Star,2020
3288,Tom Hanks,Nominee People,Favorite Animated Movie Star,2019
3289,Tom Hanks,Nominee People,Favorite Movie Actor,2017
3290,Tom Hanks,Winner People,Favorite Dramatic Movie Actor,2017
3291,Tom Hanks,Winner PGA Award,Outstanding Producer of Long-Form Television,2013
3292,Tom Hanks,Winner PGA Award,Outstanding Producer of Long-Form Television,2011
3293,Tom Hanks,Winner Lifetime Achievement Award in Television,None,2011
3294,Tom Hanks,Winner PGA Award,Outstanding Producer of Long-Form Television,2009
3295,Tom Hanks,Nominee PGA Award,Outstanding Producer of Theatrical Motion Pictures,2003
3296,Tom Hanks,Nominee Razzie Award,Worst Actor,2023
3297,Tom Hanks,Winner Razzie Award,Worst Screen Combo,2023
3298,Tom Hanks,Winner Razzie Award,Worst Supporting Actor,2023
3299,Tom Hanks,Nominee SDFCS Award,Best Actor,2013
3300,Tom Hanks,Nominee Actor,Outstanding Performance by a Male Actor in a Supporting Role,2020
3301,Tom Hanks,Nominee Actor,Outstanding Performance by a Male Actor in a Leading Role,2014
3302,Tom Hanks,Nominee Actor,Outstanding Performance by a Male Actor in a Leading Role,2001
3303,Tom Hanks,Nominee Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture,2000
3304,Tom Hanks,Nominee Actor,Outstanding Performance by a Male Actor in a Leading Role,1999
3305,Tom Hanks,Winner Special Award,Boxoffice Star of the Decade,1999
3306,Tom Hanks,Winner ShoWest Award,Male Star of the Year,1995
3307,Tom Hanks,Nominee SEFCA Award,Best Actor,1999
3308,Tom Hanks,Winner SEFCA Award,Best Actor,1995
3309,Tom Hanks,Nominee SXSW Grand Jury Award,Documentary Short,2023
3310,Tom Hanks,Winner Teen Choice Award,Film - Choice Chemistry,2001
3311,Tom Hanks,Nominee TFCA Award,"Best Performance, Male",1998
3312,Tom Hanks,Winner Star on the Walk of Fame,Motion Picture,1992
3313,Tom Hanks,Nominee Empire Award,Best Actor,2014
3314,Tom Hanks,Nominee Empire Award,Best Actor,2003
3315,Tom Hanks,Winner Empire Award,Best Actor,1999
3316,Tom Hanks,Winner Bronze Wrangler,Theatrical Motion Picture,2021
3317,Tom Hanks,Winner Britannia Award,Excellence in Film,2004
3318,Tom Hanks,Nominee SFFCC Award,Best Actor,2016
3319,Tom Hanks,Nominee VFCC Award,Best Supporting Actor,2019
3320,Tom Hanks,Nominee Grace Award,Most Inspiring Performance in Movies,2020
3321,Tom Hanks,Nominee PFCS Award,Best Actor in a Leading Role,2016
3322,Tom Hanks,Nominee PFCS Award,Best Actor in a Leading Role,2013
3323,Tom Hanks,Nominee PFCS Award,Best Actor in a Supporting Role,2013
3324,Tom Hanks,Nominee PFCS Award,Best Acting Ensemble,2013
3325,Tom Hanks,Nominee PFCS Award,Best Actor in a Leading Role,2003
3326,Tom Hanks,Nominee Chlotrudis Award,Best Actor,1995
3327,Tom Hanks,Winner TV Land Award,Little Screen/Big Screen Star (Men),2007
3328,Tom Hanks,Nominee TV Land Award,Little Screen/Big Screen Star (Men),2006
3329,Tom Hanks,Nominee TV Land Award,Big Star/Little Screen Favorite,2004
3330,Tom Hanks,Nominee TV Land Award,Small Screen to Silver Screen,2003
3331,Tom Hanks,Nominee COFCA Award,Best Actor,2017
3332,Tom Hanks,Nominee COFCA Award,Best Actor,2014
3333,Tom Hanks,Nominee WAFCA Award,Best Supporting Actor,2019
3334,Tom Hanks,Nominee WAFCA Award,Best Voice Performance,2019
3335,Tom Hanks,Winner NTFCA Award,Best Supporting Actor,2019
3336,Tom Hanks,Nominee NTFCA Award,Best Actor,2017
3337,Tom Hanks,Nominee SLFCA Award,Best Actor,2017
3338,Tom Hanks,Nominee SLFCA Award,Best Actor,2016
3339,Tom Hanks,Nominee SLFCA Award,"Special Merit (for best scene, cinematic technique or other memorable aspect or moment)",2013
3340,Tom Hanks,Nominee EDA Award,Best Supporting Actor,2020
3341,Tom Hanks,Nominee EDA Award,Best Actor,2017
3342,Tom Hanks,Nominee DFCS Award,Best Supporting Actor,2019
3343,Tom Hanks,Nominee DFCS Award,Best Actor,2013
3344,Tom Hanks,Nominee IFJA Award,Best Supporting Actor,2019
3345,Tom Hanks,Nominee IFJA Award,Best Actor,2016
3346,Tom Hanks,Nominee Scream Award,Best Fantasy Actor,2010
3347,Tom Hanks,Nominee DFCC,Best Actor,2013
3348,Tom Hanks,Nominee IFC Award,Best Supporting Actor,2020
3349,Tom Hanks,Nominee DFCS Award,Best Supporting Actor,2020
3350,Tom Hanks,Nominee DFCS Award,Best Actor,2017
3351,Tom Hanks,Nominee DFCS Award,Best Actor,2014
3352,Tom Hanks,Nominee IGN Award,Best Supporting Performer in a Movie,2019
3353,Tom Hanks,Nominee IGN Award,Best Movie Actor,2016
3354,Tom Hanks,Nominee IGN Award,Best Movie Actor,2013
3355,Tom Hanks,Nominee Jupiter Award,Best International Actor,2017
3356,Tom Hanks,Nominee Jupiter Award,Best International Actor,2005
3357,Tom Hanks,Winner Jupiter Award,Best International Actor,2002
3358,Tom Hanks,Winner Jupiter Award,Best International Actor,1995
3359,Tom Hanks,Nominee CinEuphoria,Best Supporting Actor - International Competition,2023
3360,Tom Hanks,Nominee CinEuphoria,Best Ensemble - International Competition,2023
3361,Tom Hanks,Nominee CinEuphoria,Best Duo - International Competition,2023
3362,Tom Hanks,Nominee CinEuphoria,Best Actor - International Competition,2014
3363,Tom Hanks,Nominee GAFCA Award,Best Supporting Actor,2020
3364,Tom Hanks,Nominee GAFCA Award,Best Actor,2017
3365,Tom Hanks,Winner Streamy Award,Best Animated Series,2013
3366,Tom Hanks,Nominee Timeless Award,None,2023
3367,Tom Hanks,Nominee Dorian Award,Film Performance of the Year - Supporting Actor,2020
3368,Tom Hanks,Winner OFTA Film Hall of Fame,Character,2022
3369,Tom Hanks,Nominee OFTA Film Award,Best Supporting Actor,2020
3370,Tom Hanks,Winner OFTA Film Award,Best Voice-Over Performance,2020
3371,Tom Hanks,Nominee OFTA Film Award,Best Ensemble,2018
3372,Tom Hanks,Nominee OFTA Television Award,Best Male Performance in a Variety Program,2017
3373,Tom Hanks,Winner Guinness World Record,Most wins consecutively of an Oscar award for best actor,1995
3374,Tom Hanks,Nominee VVFP Award,Best Actor,2016
3375,Tom Hanks,Nominee VVFP Award,Best Actor,2013
3376,Tom Hanks,Nominee ACCA,Best Actor in a Leading Role,2013
3377,Tom Hanks,Nominee ACCA,Best Motion Picture,2009
3378,Tom Hanks,Nominee ACCA,Best Actor in a Leading Role,2000
3379,Tom Hanks,Nominee ACCA,Best Cast Ensemble,1999
3380,Tom Hanks,Nominee ACCA,Best Actor in a Leading Role,1998
3381,Tom Hanks,Winner Huading Award,Best Global Supporting Actor in a Motion Picture,2020
3382,Tom Hanks,Nominee Golden Schmoes,Best Supporting Actor of the Year,2019
3383,Tom Hanks,Nominee Golden Schmoes,Best Actor of the Year,2013
3384,Tom Hanks,Nominee BTVA Special,Best Vocal Ensemble in a TV Special/Direct-to-DVD Title or Short,2014
3385,Tom Hanks,Nominee WFCC Award,Best Screen Couple,2021
3386,Tom Hanks,Nominee WFCC Award,Best Actor,2019
3387,Tom Hanks,Winner Stinker Award,Worst On-Screen Hairstyle,2006
3388,Tom Hanks,Nominee NCFCA Award,Best Supporting Actor,2020
3389,Tom Hanks,Nominee NCFCA Award,Best Actor,2018
3390,Tom Hanks,Nominee PCC Award,Best Supporting Actor,2019
3391,Tom Hanks,Winner Gold Derby TV Award,Comedy Guest Actor,2017
3392,Tom Hanks,Nominee Gold Derby Film Award,Lead Actor of the Decade,2010
3393,Tom Hanks,Winner Kennedy Center Honors,None,2014
3394,Tom Hanks,Nominee Movies for Grownups Award,Best Actor,2023
3395,Tom Hanks,Nominee Movies for Grownups Award,Best Actor,2021
3396,Tom Hanks,Winner Movies for Grownups Award,Best Supporting Actor,2020
3397,Tom Hanks,Nominee Movies for Grownups Award,Best Actor,2018
3398,Tom Hanks,Nominee Movies for Grownups Award,Best Actor,2017
3399,Tom Hanks,Winner Yoga Award,Worst Foreign Actor,2007
3400,Tom Hanks,Nominee Bravo Otto Germany,Best Actor (Schauspieler),1996
3401,Tom Hanks,Nominee Bravo Otto Germany,Best Actor (Schauspieler),1995
3402,Tom Hanks,Nominee Bravo Otto Germany,Best Actor (Schauspieler),1994
3403,Tom Hanks,Nominee Felix,Best Actor,2016
3404,Tom Hanks,Winner Felix,Best Actor,2015
3405,Tom Hanks,Winner Felix,Best Actor,2014
3406,Tom Hanks,Nominee AACTA Award,Best Supporting Actor in Film,2022
3407,Tom Hanks,Nominee AACTA International Award,Best Lead Actor,2014
3408,Tom Hanks,Nominee HFCS Award,Best Supporting Actor,2020
3409,Tom Hanks,Nominee HFCS Award,Best Actor,2018
3410,Tom Hanks,Nominee National Film and Television Award,Best Performance in an Animated Movie,2019
3411,Tom Hanks,Nominee LAOFCS Award,Best Actor,2017
3412,Tom Hanks,Nominee LEJA Award,Best Voice or Motion Capture Performance,2020
3413,Tom Hanks,Winner Museum of Modern Art Film Benefit Honoree,Museum of Modern Art Film Benefit Honoree,2016
3414,Tom Hanks,Nominee HCA Award,Best Supporting Actor,2020
3415,Tom Hanks,Nominee HCA Award,Best Visual Effects or Animated Performance,2020
3416,Tom Hanks,Nominee D,Best Foreign Actor,2021
3417,Tom Hanks,Nominee D,Best Foreign Actor,2014
3418,Tom Hanks,Nominee NDFS Award,Best Supporting Actor,2020
3419,Tom Hanks,Nominee CCA Super Award,Best Actor in a Science Fiction/Fantasy Movie,2022
3420,Tom Hanks,Nominee CCA Super Award,Best Actor in an Action Movie,2021
3421,Tom Hanks,Nominee CIC Award,Best Supporting Actor,2020
3422,Tom Hanks,Nominee COFCA Award,Best Supporting Actor,2020
3423,Tom Hanks,Nominee SFBAFCC Award,Best Supporting Actor,2023
3424,Tom Hanks,Nominee SFCS Award,Best Supporting Actor,2019
3425,Charlize Theron,Nominee Oscar,Best Performance by an Actress in a Leading Role,2020
3426,Charlize Theron,Nominee Oscar,Best Performance by an Actress in a Leading Role,2006
3427,Charlize Theron,Winner Oscar,Best Actress in a Leading Role,2004
3428,Charlize Theron,Nominee Saturn Award,Best Actress,2021
3429,Charlize Theron,Winner Saturn Award,Best Actress,2016
3430,Charlize Theron,Nominee Saturn Award,Best Supporting Actress,2013
3431,Charlize Theron,Nominee Saturn Award,Best Actress,2010
3432,Charlize Theron,Nominee Saturn Award,Best Supporting Actress,2009
3433,Charlize Theron,Nominee FCCA Award,Best Actress,2016
3434,Charlize Theron,Winner Bambi,Shooting Star: Female,2000
3435,Charlize Theron,Winner Silver Berlin Bear,Best Actress,2004
3436,Charlize Theron,Nominee Blockbuster Entertainment Award,Favorite Actress - Drama/Romance,2001
3437,Charlize Theron,Nominee Blockbuster Entertainment Award,Favorite Supporting Actress - Drama,1998
3438,Charlize Theron,Nominee BAFTA Film Award,Best Leading Actress,2020
3439,Charlize Theron,Nominee BAFTA Film Award,Best Performance by an Actress in a Leading Role,2006
3440,Charlize Theron,Nominee BAFTA Film Award,Best Performance by an Actress in a Leading Role,2005
3441,Charlize Theron,Nominee Critics Choice Award,Best Actress,2020
3442,Charlize Theron,Nominee Critics Choice Award,Best Actress in a Comedy,2019
3443,Charlize Theron,Nominee Critics Choice Award,Best Actress,2016
3444,Charlize Theron,Winner Critics Choice Award,Best Actress in an Action Movie,2016
3445,Charlize Theron,Nominee Critics Choice Award,Best Actress,2012
3446,Charlize Theron,Winner Krzysztof Kieslowski Award,None,2004
3447,Charlize Theron,Nominee CFCA Award,Best Actress,2015
3448,Charlize Theron,Winner CFCA Award,Best Actress,2004
3449,Charlize Theron,Winner Spotlight Award,None,2020
3450,Charlize Theron,Nominee DFWFCA Award,Best Actress,2019
3451,Charlize Theron,Nominee DFWFCA Award,Best Actress,2015
3452,Charlize Theron,Nominee DFWFCA Award,Best Actress,2011
3453,Charlize Theron,Nominee DFWFCA Award,Best Actress,2005
3454,Charlize Theron,Winner DFWFCA Award,Best Actress,2004
3455,Charlize Theron,Nominee Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie,2005
3456,Charlize Theron,Nominee FFCC Award,Best Actress,2019
3457,Charlize Theron,Nominee FFCC Award,Best Actress,2015
3458,Charlize Theron,Winner Vanguard Award,None,2006
3459,Charlize Theron,Winner Golden Camera,Best International Actress,2006
3460,Charlize Theron,Nominee Golden Globe,Best Performance by an Actress in a Motion Picture - Drama,2020
3461,Charlize Theron,Nominee Golden Globe,Best Performance by an Actress in a Motion Picture - Musical or Comedy,2019
3462,Charlize Theron,Nominee Golden Globe,Best Performance by an Actress in a Motion Picture - Comedy or Musical,2012
3463,Charlize Theron,Nominee Golden Globe,Best Performance by an Actress in a Motion Picture - Drama,2006
3464,Charlize Theron,Nominee Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television",2005
3465,Charlize Theron,Nominee Satellite Award,"Best Actress in a Motion Picture, Drama",2019
3466,Charlize Theron,Nominee Satellite Award,Best Actress in a Motion Picture,2011
3467,Charlize Theron,Nominee Satellite Award,"Outstanding Actress in a Motion Picture, Drama",2005
3468,Charlize Theron,Winner Golden Satellite Award,"Best Actress in a Motion Picture, Drama",2004
3469,Charlize Theron,Nominee Golden Satellite Award,"Best Performance by an Actress in a Supporting Role, Drama",2000
3470,Charlize Theron,Winner Tribute Award,None,2011
3471,Charlize Theron,Winner Woman of the Year,None,2008
3472,Charlize Theron,Winner Hollywood Film Award,Actress of the Year,2005
3473,Charlize Theron,Winner Independent Spirit Award,Best First Feature,2004
3474,Charlize Theron,Winner Independent Spirit Award,Best Female Lead,2004
3475,Charlize Theron,Nominee Audience Award,Best International Actress,2004
3476,Charlize Theron,Winner KCFCC Award,Best Actress,2015
3477,Charlize Theron,Nominee Blimp Award,Favorite Voice from an Animated Movie,2022
3478,Charlize Theron,Nominee Blimp Award,Favorite Villain,2017
3479,Charlize Theron,Nominee Blimp Award,Favorite Frenemies,2017
3480,Charlize Theron,Winner Sierra Award,Best Actress,2004
3481,Charlize Theron,Nominee Leo,Best Motion Picture,2019
3482,Charlize Theron,Nominee ALFS Award,Actress of the Year,2020
3483,Charlize Theron,Nominee ALFS Award,Actress of the Year,2005
3484,Charlize Theron,Nominee LAFCA Award,Best Actress,2003
3485,Charlize Theron,Winner Best Actress,Feature Film,2005
3486,Charlize Theron,Nominee MTV Movie ,Best Fight,2018
3487,Charlize Theron,Winner MTV Movie Award,Best Female Performance,2016
3488,Charlize Theron,Nominee MTV Movie Award,Best Hero,2016
3489,Charlize Theron,Nominee MTV Movie Award,Best Fight,2016
3490,Charlize Theron,Nominee MTV Movie Award,Best Female Performance,2004
3491,Charlize Theron,Winner NBR Award,Breakthrough Performance by an Actress,2003
3492,Charlize Theron,Winner NSFC Award,Best Actress,2004
3493,Charlize Theron,Nominee NYFCC Award,Best Actress,2003
3494,Charlize Theron,Nominee OFCS Award,Best Actress,2015
3495,Charlize Theron,Nominee OFCS Award,Best Actress,2004
3496,Charlize Theron,Winner International Star Award,None,2020
3497,Charlize Theron,Winner Indie Impact Award,None,2012
3498,Charlize Theron,Winner Chairman,None,2012
3499,Charlize Theron,Winner Desert Palm Achievement Award,None,2006
3500,Charlize Theron,Nominee People,Favorite Female Movie Star,2021
3501,Charlize Theron,Nominee People,Favorite Action Movie Star,2021
3502,Charlize Theron,Nominee People,Favorite Female Movie Star,2020
3503,Charlize Theron,Nominee People,Favorite Action Movie Star,2020
3504,Charlize Theron,Nominee People,Favorite Action Movie Actress,2016
3505,Charlize Theron,Nominee Razzie Award,Worst Actress,2015
3506,Charlize Theron,Nominee Razzie Award,Worst Screen Combo,2015
3507,Charlize Theron,Nominee Razzie Award,Worst Actress,2002
3508,Charlize Theron,Nominee SDFCS Award,Best Actress,2015
3509,Charlize Theron,Winner Outstanding Performer of the Year Award,None,2004
3510,Charlize Theron,Nominee Actor,Outstanding Performance by a Cast in a Motion Picture,2020
3511,Charlize Theron,Nominee Actor,Outstanding Performance by a Female Actor in a Leading Role,2020
3512,Charlize Theron,Nominee Actor,Outstanding Performance by a Female Actor in a Leading Role,2006
3513,Charlize Theron,Nominee Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,2005
3514,Charlize Theron,Winner Actor,Outstanding Performance by a Female Actor in a Leading Role,2004
3515,Charlize Theron,Nominee Teen Choice Award,Choice Movie Villain,2017
3516,Charlize Theron,Nominee Teen Choice Award,Choice Movie Actress: Sci-Fi/Fantasy,2016
3517,Charlize Theron,Nominee Teen Choice Award,Choice Movie: Villain,2016
3518,Charlize Theron,Winner Teen Choice Award,Choice Movie: Fight,2015
3519,Charlize Theron,Winner Teen Choice Award,Choice Movie Hissy Fit,2012
3520,Charlize Theron,Winner Star on the Walk of Fame,Motion Picture,2005
3521,Charlize Theron,Nominee Empire Award,Best Actress,2016
3522,Charlize Theron,Nominee Seattle Film Critics Award,Best Actress,2003
3523,Charlize Theron,Winner SFFCC Award,Best Actress,2003
3524,Charlize Theron,Nominee VFCC Award,Best Actress,2006
3525,Charlize Theron,Winner VFCC Award,Best Actress,2004
3526,Charlize Theron,Winner Half,None,2007
3527,Charlize Theron,Nominee Sant Jordi,Best Actress in a Foreign Film (Millor actriu en pel·lícula estrangera),2016
3528,Charlize Theron,Nominee PFCS Award,Best Actress in a Leading Role,2015
3529,Charlize Theron,Nominee Chainsaw Award,Best Supporting Actress,1998
3530,Charlize Theron,Nominee COFCA Award,Best Actress,2016
3531,Charlize Theron,Nominee COFCA Award,Best Actress,2012
3532,Charlize Theron,Winner COFCA Award,Best Actress,2004
3533,Charlize Theron,Nominee AFCA Award,Best Actress,2015
3534,Charlize Theron,Nominee WAFCA Award,Best Actress,2015
3535,Charlize Theron,Nominee WAFCA Award,Best Actress,2005
3536,Charlize Theron,Nominee NRJ Cin,Most Glamorous Actress (Actrice la plus glamour),2004
3537,Charlize Theron,Winner Spirit of Independence Award,None,2006
3538,Charlize Theron,Winner CinemaCon Award,Comedy Stars of the Year,2019
3539,Charlize Theron,Winner CinemaCon Award,Distinguished Decade of Achievement in Film,2012
3540,Charlize Theron,Nominee ICS Award,Best Actress,2004
3541,Charlize Theron,Winner NTFCA Award,Best Actress,2019
3542,Charlize Theron,Nominee SLFCA Award,Best Actress,2019
3543,Charlize Theron,Nominee SLFCA Award,Best Actress,2018
3544,Charlize Theron,Nominee SLFCA Award,Best Actress,2015
3545,Charlize Theron,Nominee SLFCA Award,Best Actress,2005
3546,Charlize Theron,Nominee EDA Special Mention Award,Bravest Performance,2019
3547,Charlize Theron,Winner EDA Female Focus Award,Best Female Action Star,2016
3548,Charlize Theron,Nominee DFCS Award,Best Actress,2019
3549,Charlize Theron,Nominee DFCS Award,Best Actress,2011
3550,Charlize Theron,Winner NYFCO Award,Best Actress,2003
3551,Charlize Theron,Nominee IFJA Award,Best Actress,2019
3552,Charlize Theron,Nominee IFJA Award,Best Actress,2018
3553,Charlize Theron,Nominee IFJA Award,Best Vocal/Motion Capture Performance,2016
3554,Charlize Theron,Nominee Scream Award,Best Fantasy Actress,2008
3555,Charlize Theron,Nominee DFCC,Best Actress,2018
3556,Charlize Theron,Nominee DFCC,Best Actress,2015
3557,Charlize Theron,Nominee DFCS Award,Best Actress,2016
3558,Charlize Theron,Winner Jupiter Award,Best International Actress,2019
3559,Charlize Theron,Nominee Jupiter Award,Best International Actress,2018
3560,Charlize Theron,Nominee Jupiter Award,Best International Actress,2016
3561,Charlize Theron,Nominee CinEuphoria,Best Actress - International Competition,2019
3562,Charlize Theron,Winner CinEuphoria,Best Actress - Audience Award,2018
3563,Charlize Theron,Nominee CinEuphoria,Best Actress - International Competition,2018
3564,Charlize Theron,Winner CinEuphoria,Best Actress - Audience Award,2016
3565,Charlize Theron,Winner CinEuphoria,Best Supporting Actress - Audience Award,2013
3566,Charlize Theron,Nominee GAFCA Award,Best Actress,2016
3567,Charlize Theron,Nominee GAFCA Award,Best Actress,2012
3568,Charlize Theron,Winner UFCA Award,Best Actress,2003
3569,Charlize Theron,Nominee HFCS Award,Best Actress,2020
3570,Charlize Theron,Nominee HFCS Award,Best Actress,2016
3571,Charlize Theron,Winner OFTA Television Award,Best Guest Actress in a Comedy Series,2005
3572,Charlize Theron,Winner OFTA Film Award,Best Actress,2004
3573,Charlize Theron,Nominee OFTA Television Award,Best Supporting Actress in a Motion Picture or Miniseries,2004
3574,Charlize Theron,Winner Icon Award,None,2005
3575,Charlize Theron,Nominee VVFP Award,Best Actress,2015
3576,Charlize Theron,Nominee VVFP Award,Best Actress,2011
3577,Charlize Theron,Nominee VVFP Award,Best Performance,2003
3578,Charlize Theron,Nominee WIN Award,Outstanding Film Produced by a Woman,2019
3579,Charlize Theron,Winner IOFCP Award,Best Actress of the Decade,2010
3580,Charlize Theron,Nominee ACCA,Best Actress in a Leading Role,2015
3581,Charlize Theron,Winner ACCA,Best Actress of the Decade,2012
3582,Charlize Theron,Winner ACCA,Best Actress in a Leading Role,2003
3583,Charlize Theron,Nominee IOMA,Best Actress (Miglior attrice protagonista),2012
3584,Charlize Theron,Nominee IOMA,Best Actress (Miglior attrice protagonista),2005
3585,Charlize Theron,Nominee Golden Schmoes,Best T&A of the Year,2017
3586,Charlize Theron,Nominee Golden Schmoes,Best Actress of the Year,2015
3587,Charlize Theron,Nominee Golden Schmoes,Best Actress of the Year,2011
3588,Charlize Theron,Winner Golden Schmoes,Best Actress of the Year,2003
3589,Charlize Theron,Nominee BTVA Feature Film Voice Acting Award,Best Female Lead Vocal Performance in a Feature Film,2017
3590,Charlize Theron,Winner BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film,2017
3591,Charlize Theron,Nominee WFCC Award,Best Screen Couple,2019
3592,Charlize Theron,Nominee Courage in Acting Award,None,2017
3593,Charlize Theron,Winner WFCC Award,Best Female Action Star,2015
3594,Charlize Theron,Winner WFCC Award,Best Female Action Hero,2015
3595,Charlize Theron,Winner Acting and Activism Award,None,2013
3596,Charlize Theron,Nominee Halfway Award,Best Actress,2018
3597,Charlize Theron,Nominee Halfway Award,Best Actress,2015
3598,Charlize Theron,Nominee INOCA,Best Actress,2012
3599,Charlize Theron,Nominee INOCA,Best Actress,2004
3600,Charlize Theron,Nominee AFCA Award,Best Actress,2016
3601,Charlize Theron,Nominee Stinker Award,Worst Actress,2005
3602,Charlize Theron,Nominee ICP Award,Best Lead Actress,2015
3603,Charlize Theron,Nominee ICP Award,Best Lead Performance,2011
3604,Charlize Theron,Nominee NCFCA Award,Best Actress,2020
3605,Charlize Theron,Winner VGA,Best Performance by a Human Female,2005
3606,Charlize Theron,Nominee Gold Derby Film Award,Lead Actress,2016
3607,Charlize Theron,Nominee Gold Derby Film Award,Ensemble Cast,2016
