,Actor,Movie,Year,Genre,Rating
0,Johnny Depp,Johnny Puff: Secret Mission,2024,['Animation'],5.7
1,Johnny Depp,Jeanne du Barry,2023,"['Biography', 'Drama', 'History']",6.7
2,Johnny Depp,Minamata,2020,['Drama'],7.2
3,Johnny Depp,Warten auf die Barbaren,2019,"['Drama', 'History']",5.9
4,Johnny Depp,City of Lies,2018,"['Biography', 'Crime', 'Drama']",6.5
5,Johnny Depp,Phantastische Tierwesen: Grindelwalds Verbrechen,2018,"['Adventure', 'Family', 'Fantasy']",6.5
6,Johnny Depp,The Professor,2018,"['Comedy', 'Drama']",6.7
7,Johnny Depp,London Fields,2018,"['Crime', 'Mystery', 'Thriller']",3.9
8,Johnny Depp,Sherlock Gnomes,2018,"['Animation', 'Adventure', 'Comedy']",5.2
9,Johnny Depp,Mord im Orient-Express,2017,"['Crime', 'Drama', 'Mystery']",6.5
10,Johnny Depp,Pirates of the Caribbean: Salazars Rache,2017,"['Action', 'Adventure', 'Fantasy']",6.5
11,Johnny Depp,Phantastische Tierwesen und wo sie zu finden sind,2016,"['Adventure', 'Family', 'Fantasy']",7.2
12,Johnny Depp,Alice im Wunderland: Hinter den Spiegeln,2016,"['Adventure', 'Family', 'Fantasy']",6.2
13,Johnny Depp,Yoga Hosers,2016,"['Action', 'Comedy', 'Horror']",4.2
14,Johnny Depp,Black Mass,2015,"['Biography', 'Crime', 'Drama']",6.8
15,Johnny Depp,Mortdecai - Der Teilzeitgauner,2015,"['Action', 'Adventure', 'Comedy']",5.5
16,Johnny Depp,Into the Woods,2014,"['Adventure', 'Comedy', 'Drama']",5.9
17,Johnny Depp,Tusk,2014,"['Comedy', 'Horror']",5.3
18,Johnny Depp,Transcendence,2014,"['Action', 'Drama', 'Sci-Fi']",6.2
19,Johnny Depp,Lucky Them - Auf der Suche nach Matthew Smith,2013,"['Comedy', 'Drama']",6.1
20,Johnny Depp,Lone Ranger,2013,"['Action', 'Adventure', 'Drama']",6.4
21,Johnny Depp,Dark Shadows,2012,"['Comedy', 'Fantasy', 'Horror']",6.2
22,Johnny Depp,21 Jump Street,2012,"['Action', 'Comedy', 'Crime']",7.2
23,Johnny Depp,Jack und Jill,2011,['Comedy'],3.3
24,Johnny Depp,Rum Diary,2011,"['Comedy', 'Drama']",6.1
25,Johnny Depp,Pirates of the Caribbean - Fremde Gezeiten,2011,"['Action', 'Adventure', 'Fantasy']",6.6
26,Johnny Depp,Rango,2011,"['Animation', 'Action', 'Adventure']",7.3
27,Johnny Depp,The Tourist,2010,"['Action', 'Thriller']",6.0
28,Johnny Depp,Alice im Wunderland,2010,"['Adventure', 'Family', 'Fantasy']",6.4
29,Johnny Depp,Public Enemies,2009,"['Action', 'Biography', 'Crime']",7.0
30,Johnny Depp,Das Kabinett des Doktor Parnassus,2009,"['Adventure', 'Comedy', 'Fantasy']",6.8
31,Johnny Depp,Sweeney Todd: Der teuflische Barbier aus der Fleet Street,2007,"['Drama', 'Horror', 'Musical']",7.3
32,Johnny Depp,Pirates of the Caribbean - Am Ende der Welt,2007,"['Action', 'Adventure', 'Fantasy']",7.1
33,Johnny Depp,Pirates of the Caribbean - Fluch der Karibik 2,2006,"['Action', 'Adventure', 'Fantasy']",7.4
34,Johnny Depp,Corpse Bride - Hochzeit mit einer Leiche,2005,"['Animation', 'Comedy', 'Drama']",7.4
35,Johnny Depp,Charlie und die Schokoladenfabrik,2005,"['Adventure', 'Comedy', 'Family']",6.7
36,Johnny Depp,"The Libertine - Sex, Drugs & Rococo",2004,"['Biography', 'Drama', 'History']",6.2
37,Johnny Depp,Wenn Träume fliegen lernen,2004,"['Biography', 'Drama', 'Family']",7.7
38,Johnny Depp,Happy End mit Hindernissen,2004,"['Comedy', 'Drama', 'Music']",6.4
39,Johnny Depp,Das geheime Fenster,2004,"['Drama', 'Mystery', 'Thriller']",6.5
40,Johnny Depp,Irgendwann in Mexico,2003,"['Action', 'Crime', 'Thriller']",6.3
41,Johnny Depp,Fluch der Karibik,2003,"['Action', 'Adventure', 'Fantasy']",8.1
42,Johnny Depp,From Hell,2001,"['Horror', 'Mystery', 'Thriller']",6.7
43,Johnny Depp,Blow,2001,"['Biography', 'Crime', 'Drama']",7.5
44,Johnny Depp,Chocolat... ein kleiner Biss genügt!,2000,"['Drama', 'Romance']",7.2
45,Johnny Depp,Bevor es Nacht wird,2000,"['Biography', 'Drama', 'Romance']",7.1
46,Johnny Depp,In stürmischen Zeiten,2000,"['Drama', 'Music', 'Romance']",6.1
47,Johnny Depp,Sleepy Hollow,1999,"['Fantasy', 'Horror', 'Mystery']",7.3
48,Johnny Depp,The Astronaut's Wife - Das Böse hat ein neues Gesicht,1999,"['Drama', 'Sci-Fi', 'Thriller']",5.4
49,Johnny Depp,Die neun Pforten,1999,"['Mystery', 'Thriller']",6.7
50,Johnny Depp,L.A. Without a Map,1998,"['Comedy', 'Drama', 'Romance']",6.0
51,Johnny Depp,Angst und Schrecken in Las Vegas,1998,"['Adventure', 'Comedy', 'Drama']",7.5
52,Johnny Depp,The Brave,1997,['Drama'],6.1
53,Johnny Depp,Donnie Brasco,1997,"['Biography', 'Crime', 'Drama']",7.7
54,Johnny Depp,Cannes Man,1996,"['Comedy', 'Drama']",5.1
55,Johnny Depp,Gegen die Zeit,1995,"['Action', 'Crime', 'Drama']",6.3
56,Johnny Depp,Dead Man,1995,"['Adventure', 'Drama', 'Fantasy']",7.5
57,Johnny Depp,Don Juan DeMarco,1994,"['Comedy', 'Drama', 'Romance']",6.7
58,Johnny Depp,Ed Wood,1994,"['Biography', 'Comedy', 'Drama']",7.8
59,Johnny Depp,Gilbert Grape - Irgendwo in Iowa,1993,['Drama'],7.7
60,Johnny Depp,Benny und Joon,1993,"['Comedy', 'Drama', 'Romance']",7.1
61,Johnny Depp,Arizona Dream,1993,"['Comedy', 'Drama', 'Fantasy']",7.2
62,Johnny Depp,A Nightmare on Elm Street 6: Freddy's Finale,1991,"['Fantasy', 'Horror']",4.7
63,Johnny Depp,Edward mit den Scherenhänden,1990,"['Drama', 'Fantasy', 'Romance']",7.9
64,Johnny Depp,Cry-Baby,1990,"['Comedy', 'Musical']",6.5
65,Johnny Depp,Platoon,1986,"['Drama', 'War']",8.1
66,Johnny Depp,Die Superaufreißer,1985,['Comedy'],5.2
67,Johnny Depp,Nightmare - Mörderische Träume,1984,['Horror'],7.4
68,Al Pacino,A Killer's Memory,2023,['Thriller'],6.9
69,Al Pacino,House of Gucci,2021,"['Biography', 'Crime', 'Drama']",6.6
70,Al Pacino,American Traitor: The Trial of Axis Sally,2021,"['Drama', 'History', 'War']",5.7
71,Al Pacino,The Irishman,2019,"['Biography', 'Crime', 'Drama']",7.8
72,Al Pacino,Once Upon a Time In... Hollywood,2019,"['Comedy', 'Drama']",7.6
73,Al Pacino,Hangman: The Killing Game,2017,"['Crime', 'Drama', 'Horror']",5.2
74,Al Pacino,The Pirates of Somalia,2017,"['Biography', 'Drama']",6.7
75,Al Pacino,Ruf der Macht - Im Sumpf der Korruption,2016,"['Crime', 'Drama', 'Mystery']",5.3
76,Al Pacino,Mr. Collins' zweiter Frühling,2015,"['Comedy', 'Drama', 'Music']",7.0
77,Al Pacino,Manglehorn - Schlüssel zum Glück,2014,['Drama'],5.5
78,Al Pacino,Der letzte Akt,2014,"['Comedy', 'Drama', 'Romance']",5.6
79,Al Pacino,Salomé,2013,['Drama'],6.3
80,Al Pacino,No somos animales,2013,"['Comedy', 'Drama']",4.8
81,Al Pacino,Stand Up Guys,2012,"['Comedy', 'Crime', 'Thriller']",6.4
82,Al Pacino,Jack und Jill,2011,['Comedy'],3.3
83,Al Pacino,Ein Cop mit dunkler Vergangenheit,2011,"['Action', 'Crime', 'Drama']",5.1
84,Al Pacino,Kurzer Prozess - Righteous Kill,2008,"['Crime', 'Mystery', 'Thriller']",6.0
85,Al Pacino,Ocean's 13,2007,"['Crime', 'Thriller']",6.9
86,Al Pacino,88 Minuten,2007,"['Crime', 'Drama', 'Mystery']",5.9
87,Al Pacino,Das schnelle Geld,2005,"['Crime', 'Drama', 'Sport']",6.2
88,Al Pacino,Der Kaufmann von Venedig,2004,"['Drama', 'Romance']",7.0
89,Al Pacino,Liebe mit Risiko - Gigli,2003,"['Comedy', 'Crime', 'Romance']",2.6
90,Al Pacino,Der Einsatz,2003,"['Action', 'Thriller']",6.6
91,Al Pacino,Im inneren Kreis,2002,"['Crime', 'Drama', 'Mystery']",5.4
92,Al Pacino,S1m0ne,2002,"['Comedy', 'Drama', 'Sci-Fi']",6.1
93,Al Pacino,Insomnia - Schlaflos,2002,"['Drama', 'Mystery', 'Thriller']",7.2
94,Al Pacino,Chinese Coffee,2000,['Drama'],7.1
95,Al Pacino,An jedem verdammten Sonntag,1999,"['Drama', 'Sport']",6.9
96,Al Pacino,Insider,1999,"['Biography', 'Drama', 'History']",7.8
97,Al Pacino,Im Auftrag des Teufels,1997,"['Drama', 'Fantasy', 'Mystery']",7.5
98,Al Pacino,Donnie Brasco,1997,"['Biography', 'Crime', 'Drama']",7.7
99,Al Pacino,City Hall,1996,"['Crime', 'Drama', 'Mystery']",6.2
100,Al Pacino,Heat,1995,"['Action', 'Crime', 'Drama']",8.3
101,Al Pacino,Two Bits,1995,"['Comedy', 'Drama']",6.1
102,Al Pacino,Carlito's Way,1993,"['Crime', 'Drama', 'Thriller']",7.9
103,Al Pacino,Der Duft der Frauen,1992,['Drama'],8.0
104,Al Pacino,Glengarry Glen Ross,1992,"['Crime', 'Drama', 'Mystery']",7.7
105,Al Pacino,Frankie und Johnny,1991,"['Comedy', 'Drama', 'Romance']",6.7
106,Al Pacino,Der Pate 3,1990,"['Crime', 'Drama']",7.6
107,Al Pacino,Dick Tracy,1990,"['Action', 'Comedy', 'Crime']",6.2
108,Al Pacino,The Local Stigmatic,1990,['Drama'],5.6
109,Al Pacino,Sea of Love - Melodie des Todes,1989,"['Crime', 'Drama', 'Mystery']",6.8
110,Al Pacino,Revolution,1985,"['Adventure', 'Drama', 'History']",5.3
111,Al Pacino,Scarface,1983,"['Crime', 'Drama']",8.3
112,Al Pacino,Daddy! Daddy! Fünf Nervensägen und ein Vater,1982,"['Comedy', 'Drama', 'Family']",6.2
113,Al Pacino,Cruising,1980,"['Crime', 'Drama', 'Mystery']",6.5
114,Al Pacino,... und Gerechtigkeit für alle,1979,"['Crime', 'Drama', 'Thriller']",7.4
115,Al Pacino,Bobby Deerfield,1977,"['Drama', 'Romance']",5.8
116,Al Pacino,Hundstage,1975,"['Biography', 'Crime', 'Drama']",8.0
117,Al Pacino,Der Pate 2,1974,"['Crime', 'Drama']",9.0
118,Al Pacino,Serpico,1973,"['Biography', 'Crime', 'Drama']",7.7
119,Al Pacino,Asphalt-Blüten,1973,['Drama'],7.2
120,Al Pacino,Der Pate,1972,"['Crime', 'Drama']",9.2
121,Al Pacino,Panik im Needle Park,1971,['Drama'],7.1
122,Al Pacino,"Ich, Natalie",1969,"['Comedy', 'Drama']",6.4
123,Robert De Niro,Ezra,2023,"['Comedy', 'Drama']",6.4
124,Robert De Niro,Und dann kam Dad,2023,['Comedy'],5.7
125,Robert De Niro,Killers of the Flower Moon,2023,"['Crime', 'Drama', 'History']",7.6
126,Robert De Niro,Pfad der Vergeltung,2022,"['Action', 'Thriller']",4.8
127,Robert De Niro,Amsterdam,2022,"['Comedy', 'Drama', 'History']",6.1
128,Robert De Niro,Kings of Hollywood,2020,"['Comedy', 'Crime']",5.7
129,Robert De Niro,Immer Ärger mit Grandpa,2020,"['Comedy', 'Drama', 'Family']",5.7
130,Robert De Niro,The Irishman,2019,"['Biography', 'Crime', 'Drama']",7.8
131,Robert De Niro,Joker,2019,"['Crime', 'Drama', 'Thriller']",8.4
132,Robert De Niro,The Comedian - Wer zuletzt lacht,2016,"['Comedy', 'Drama', 'Romance']",5.8
133,Robert De Niro,Hands of Stone,2016,"['Biography', 'Drama', 'Sport']",6.6
134,Kevin Spacey,Peter Five Eight,2024,"['Comedy', 'Drama', 'Thriller']",4.4
135,Kevin Spacey,Control,2023,"['Action', 'Thriller']",3.6
136,Kevin Spacey,L'uomo che disegnò Dio,2022,['Drama'],5.6
137,Kevin Spacey,Billionaire Boys Club,2018,"['Biography', 'Drama', 'Thriller']",5.6
138,Kevin Spacey,Baby Driver,2017,"['Action', 'Crime', 'Drama']",7.5
139,Kevin Spacey,Das verschwiegene Buch,2017,"['Biography', 'Drama', 'Romance']",6.7
140,Kevin Spacey,Voll verkatert,2016,"['Comedy', 'Drama', 'Family']",5.3
141,Kevin Spacey,Elvis & Nixon,2016,"['Comedy', 'History']",6.4
142,Kevin Spacey,Kill the Boss 2,2014,"['Comedy', 'Crime']",6.3
143,Kevin Spacey,NOW: In the Wings on a World Stage,2014,['Documentary'],7.2
144,Kevin Spacey,Unzertrennlich,2011,"['Drama', 'Mystery']",5.4
145,Kevin Spacey,Kill the Boss,2011,"['Comedy', 'Crime']",6.9
146,Kevin Spacey,Der große Crash - Margin Call,2011,"['Drama', 'Thriller']",7.1
147,Kevin Spacey,Casino Jack,2010,"['Biography', 'Comedy', 'Crime']",6.2
148,Kevin Spacey,Selfmade-Dad - Not macht erfinderisch,2010,"['Comedy', 'Drama']",5.7
149,Kevin Spacey,"Männer, die auf Ziegen starren",2009,"['Comedy', 'War']",6.2
150,Kevin Spacey,Moon,2009,"['Drama', 'Mystery', 'Sci-Fi']",7.8
151,Kevin Spacey,Shrink - Nur nicht die Nerven verlieren,2009,"['Comedy', 'Drama']",6.6
152,Kevin Spacey,Telstar: The Joe Meek Story,2008,"['Biography', 'Drama', 'Music']",6.4
153,Kevin Spacey,21,2008,"['Crime', 'Drama', 'Thriller']",6.8
154,Kevin Spacey,Die Gebrüder Weihnachtsmann,2007,"['Comedy', 'Family', 'Fantasy']",5.7
155,Kevin Spacey,Superman Returns,2006,"['Action', 'Adventure', 'Sci-Fi']",6.1
156,Kevin Spacey,Edison,2005,"['Action', 'Crime', 'Drama']",5.3
157,Kevin Spacey,Beyond the Sea - Musik war sein Leben,2004,"['Biography', 'Drama', 'Music']",6.7
158,Kevin Spacey,Das Leben des David Gale,2003,"['Crime', 'Drama', 'Mystery']",7.5
159,Kevin Spacey,State of Mind,2003,['Drama'],7.0
160,Kevin Spacey,Austin Powers in Goldständer,2002,"['Action', 'Adventure', 'Comedy']",6.2
161,Kevin Spacey,Schiffsmeldungen,2001,['Drama'],6.7
162,Kevin Spacey,K-PAX - Alles ist möglich,2001,"['Drama', 'Mystery', 'Sci-Fi']",7.4
163,Kevin Spacey,Das Glücksprinzip,2000,['Drama'],7.2
164,Kevin Spacey,Ein ganz gewöhnlicher Dieb,2000,"['Comedy', 'Crime']",6.3
165,Kevin Spacey,The Big Kahuna - Ein dicker Fisch,1999,"['Drama', 'Comedy']",6.5
166,Kevin Spacey,American Beauty,1999,['Drama'],8.3
167,Kevin Spacey,Das große Krabbeln,1998,"['Animation', 'Adventure', 'Comedy']",7.2
168,Kevin Spacey,Hurlyburly,1998,"['Comedy', 'Drama']",5.8
169,Kevin Spacey,Verhandlungssache,1998,"['Action', 'Crime', 'Drama']",7.3
170,Kevin Spacey,Mitternacht im Garten von Gut und Böse,1997,"['Crime', 'Drama', 'Mystery']",6.6
171,Kevin Spacey,L.A. Confidential,1997,"['Crime', 'Drama', 'Mystery']",8.2
172,Kevin Spacey,Die Jury,1996,"['Crime', 'Drama', 'Thriller']",7.5
173,Kevin Spacey,Sieben,1995,"['Crime', 'Drama', 'Mystery']",8.6
174,Kevin Spacey,Outbreak - Lautlose Killer,1995,"['Action', 'Drama', 'Thriller']",6.6
175,Kevin Spacey,Die üblichen Verdächtigen,1995,"['Crime', 'Drama', 'Mystery']",8.5
176,Kevin Spacey,Unter Haien in Hollywood,1994,"['Comedy', 'Crime']",7.0
177,Kevin Spacey,No Panic - Gute Geiseln sind selten,1994,"['Comedy', 'Crime', 'Drama']",6.9
178,Kevin Spacey,Iron Will - Der Wille zum Sieg,1994,"['Adventure', 'Family']",6.6
179,Kevin Spacey,Gewagtes Spiel,1992,"['Crime', 'Drama', 'Mystery']",5.7
180,Kevin Spacey,Glengarry Glen Ross,1992,"['Crime', 'Drama', 'Mystery']",7.7
181,Kevin Spacey,Henry & June,1990,"['Biography', 'Drama']",6.3
182,Kevin Spacey,Die Stärke der Macht,1990,"['Drama', 'Thriller']",5.3
183,Kevin Spacey,Dad,1989,"['Comedy', 'Drama']",6.3
184,Kevin Spacey,Die Glücksjäger,1989,"['Comedy', 'Crime']",6.8
185,Kevin Spacey,Die Waffen der Frauen,1988,"['Comedy', 'Drama', 'Romance']",6.8
186,Kevin Spacey,Rocket Gibraltar,1988,['Drama'],6.6
187,Kevin Spacey,Sodbrennen,1986,"['Comedy', 'Drama']",6.1
188,Denzel Washington,The Equalizer 3 - The Final Chapter,2023,"['Action', 'Crime', 'Thriller']",6.8
189,Denzel Washington,Macbeth,2021,"['Drama', 'Mystery', 'Thriller']",7.1
190,Denzel Washington,The Little Things,2021,"['Crime', 'Drama', 'Mystery']",6.3
191,Denzel Washington,The Equalizer 2,2018,"['Action', 'Crime', 'Thriller']",6.7
192,Denzel Washington,"Roman J. Israel, Esq. - Die Wahrheit und nichts als die Wahrheit",2017,"['Crime', 'Drama', 'Thriller']",6.5
193,Denzel Washington,Fences,2016,['Drama'],7.2
194,Denzel Washington,Die glorreichen Sieben,2016,"['Action', 'Adventure', 'Drama']",6.9
195,Denzel Washington,The Equalizer,2014,"['Action', 'Crime', 'Thriller']",7.2
196,Denzel Washington,2 Guns,2013,"['Action', 'Comedy', 'Thriller']",6.7
197,Denzel Washington,Flight,2012,"['Drama', 'Thriller']",7.3
198,Denzel Washington,Safe House,2012,"['Action', 'Thriller']",6.7
199,Denzel Washington,Unstoppable - Außer Kontrolle,2010,"['Action', 'Thriller']",6.8
200,Denzel Washington,The Book of Eli,2010,"['Action', 'Adventure', 'Drama']",6.8
201,Denzel Washington,Die Entführung der U-Bahn Pelham 1 2 3,2009,"['Action', 'Crime', 'Thriller']",6.4
202,Denzel Washington,The Great Debaters - Die Macht der Worte,2007,"['Biography', 'Drama', 'Romance']",7.5
203,Denzel Washington,American Gangster,2007,"['Biography', 'Crime', 'Drama']",7.8
204,Denzel Washington,Déjà Vu - Wettlauf gegen die Zeit,2006,"['Action', 'Crime', 'Sci-Fi']",7.1
205,Denzel Washington,Inside Man,2006,"['Crime', 'Drama', 'Mystery']",7.6
206,Denzel Washington,Der Manchurian Kandidat,2004,"['Drama', 'Mystery', 'Sci-Fi']",6.6
207,Denzel Washington,Mann unter Feuer,2004,"['Action', 'Crime', 'Drama']",7.7
208,Denzel Washington,Out of Time - Sein Gegner ist die Zeit,2003,"['Crime', 'Drama', 'Mystery']",6.5
209,Denzel Washington,Antwone Fisher,2002,"['Biography', 'Drama']",7.3
210,Denzel Washington,John Q. - Verzweifelte Wut,2002,"['Crime', 'Drama', 'Thriller']",7.1
211,Denzel Washington,Training Day,2001,"['Crime', 'Drama', 'Thriller']",7.7
212,Denzel Washington,Gegen jede Regel,2000,"['Biography', 'Comedy', 'Drama']",7.8
213,Denzel Washington,Hurricane,1999,"['Biography', 'Drama', 'Sport']",7.6
214,Denzel Washington,Der Knochenjäger,1999,"['Crime', 'Drama', 'Mystery']",6.7
215,Denzel Washington,Ausnahmezustand,1998,"['Action', 'Thriller']",6.4
216,Denzel Washington,Spiel des Lebens,1998,"['Drama', 'Sport']",6.9
217,Denzel Washington,Dämon - Trau keiner Seele,1998,"['Action', 'Crime', 'Drama']",7.0
218,Denzel Washington,Rendezvous mit einem Engel,1996,"['Comedy', 'Drama', 'Fantasy']",5.7
219,Denzel Washington,Mut zur Wahrheit,1996,"['Action', 'Drama', 'Mystery']",6.6
220,Denzel Washington,Teufel in Blau,1995,"['Crime', 'Drama', 'Mystery']",6.8
221,Denzel Washington,Virtuosity,1995,"['Action', 'Crime', 'Sci-Fi']",5.5
222,Denzel Washington,Crimson Tide - In tiefster Gefahr,1995,"['Action', 'Drama', 'Thriller']",7.3
223,Denzel Washington,Philadelphia,1993,['Drama'],7.7
224,Denzel Washington,Die Akte,1993,"['Crime', 'Drama', 'Mystery']",6.6
225,Denzel Washington,Viel Lärm um nichts,1993,"['Comedy', 'Drama', 'Romance']",7.3
226,Denzel Washington,Malcolm X,1992,"['Biography', 'Drama', 'History']",7.7
227,Denzel Washington,Ricochet - Der Aufprall,1991,"['Action', 'Crime', 'Drama']",6.2
228,Denzel Washington,Mississippi Masala,1991,"['Drama', 'Romance']",6.7
229,Denzel Washington,Mo' Better Blues,1990,"['Drama', 'Music', 'Romance']",6.7
230,Denzel Washington,Der Chaoten-Cop,1990,"['Comedy', 'Crime', 'Drama']",5.5
231,Denzel Washington,Glory,1989,"['Biography', 'Drama', 'History']",7.8
232,Denzel Washington,Big Bad Man,1989,"['Action', 'Crime', 'Drama']",6.0
233,Denzel Washington,Für Königin und Vaterland,1988,"['Action', 'Crime', 'Drama']",5.6
234,Denzel Washington,Schrei nach Freiheit,1987,"['Biography', 'Drama', 'History']",7.4
235,Denzel Washington,Power - Der Weg zum Ruhm,1986,['Drama'],5.7
236,Denzel Washington,Sergeant Waters - Eine Soldatengeschichte,1984,"['Crime', 'Drama', 'Mystery']",7.2
237,Denzel Washington,Eine schöne Bescherung,1981,"['Comedy', 'Drama']",5.6
238,Russell Crowe,The Exorcism,2024,"['Horror', 'Thriller']",4.5
239,Russell Crowe,Sleeping Dogs,2024,"['Crime', 'Mystery', 'Thriller']",6.1
240,Russell Crowe,Land of Bad,2024,"['Action', 'Thriller']",6.5
241,Russell Crowe,The Pope's Exorcist,2023,"['Horror', 'Thriller']",6.1
242,Russell Crowe,Poker Face,2022,"['Action', 'Crime', 'Thriller']",5.2
243,Russell Crowe,The Greatest Beer Run Ever,2022,"['Adventure', 'Drama', 'War']",6.8
244,Russell Crowe,Prizefighter: The Life of Jem Belcher,2022,"['Biography', 'Drama', 'History']",5.6
245,Russell Crowe,Thor: Love and Thunder,2022,"['Action', 'Adventure', 'Comedy']",6.2
246,Russell Crowe,Zack Snyder's Justice League,2021,"['Action', 'Adventure', 'Fantasy']",7.9
247,Russell Crowe,Unhinged - Außer Kontrolle,2020,"['Action', 'Thriller']",6.0
248,Russell Crowe,True History of the Kelly Gang,2019,"['Action', 'Biography', 'Crime']",6.0
249,Russell Crowe,Der verlorene Sohn,2018,"['Biography', 'Drama']",6.9
250,Russell Crowe,War Machine,2017,"['Comedy', 'Drama', 'War']",6.0
251,Russell Crowe,Die Mumie,2017,"['Action', 'Adventure', 'Fantasy']",5.4
252,Russell Crowe,The Nice Guys,2016,"['Action', 'Comedy', 'Crime']",7.4
253,Russell Crowe,Väter und Töchter - Ein ganzes Leben,2015,['Drama'],7.0
254,Russell Crowe,Das Versprechen eines Lebens,2014,"['Drama', 'History', 'War']",7.0
255,Russell Crowe,Noah,2014,"['Action', 'Adventure', 'Drama']",5.8
256,Russell Crowe,Winter's Tale,2014,"['Drama', 'Fantasy', 'Mystery']",6.1
257,Russell Crowe,Man of Steel,2013,"['Action', 'Adventure', 'Sci-Fi']",7.1
258,Russell Crowe,Broken City - Stadt des Verbrechens,2013,"['Action', 'Crime', 'Drama']",6.1
259,Russell Crowe,Les Misérables,2012,"['Drama', 'Musical', 'Romance']",7.5
260,Russell Crowe,The Man with the Iron Fists,2012,['Action'],5.4
261,Russell Crowe,72 Stunden - The Next Three Days,2010,"['Action', 'Crime', 'Drama']",7.3
262,Russell Crowe,Robin Hood,2010,"['Action', 'Adventure', 'Drama']",6.6
263,Russell Crowe,State of Play - Stand der Dinge,2009,"['Crime', 'Drama', 'Mystery']",7.1
264,Russell Crowe,Tenderness - Auf der Spur des Killers,2009,"['Crime', 'Drama', 'Mystery']",5.4
265,Russell Crowe,"Der Mann, der niemals lebte",2008,"['Action', 'Drama', 'Thriller']",7.0
266,Russell Crowe,American Gangster,2007,"['Biography', 'Crime', 'Drama']",7.8
267,Russell Crowe,Todeszug nach Yuma,2007,"['Action', 'Crime', 'Drama']",7.6
268,Russell Crowe,Ein gutes Jahr,2006,"['Comedy', 'Drama', 'Romance']",6.9
269,Russell Crowe,Das Comeback,2005,"['Biography', 'Drama', 'Romance']",8.0
270,Russell Crowe,Master & Commander: Bis ans Ende der Welt,2003,"['Action', 'Adventure', 'Drama']",7.5
271,Russell Crowe,A Beautiful Mind: Genie und Wahnsinn,2001,"['Biography', 'Drama', 'Mystery']",8.2
272,Russell Crowe,Lebenszeichen - Proof of Life,2000,"['Action', 'Drama', 'Thriller']",6.3
273,Russell Crowe,Gladiator,2000,"['Action', 'Adventure', 'Drama']",8.5
274,Russell Crowe,Insider,1999,"['Biography', 'Drama', 'History']",7.8
275,Russell Crowe,Mystery - New York: Ein Spiel um die Ehre,1999,"['Comedy', 'Drama', 'Sport']",6.7
276,Russell Crowe,Paradies in Flammen,1997,"['Action', 'Crime', 'Drama']",5.7
277,Russell Crowe,Breaking Up,1997,"['Comedy', 'Drama', 'Romance']",4.7
278,Russell Crowe,L.A. Confidential,1997,"['Crime', 'Drama', 'Mystery']",8.2
279,Russell Crowe,Wilder Zauber,1995,"['Comedy', 'Drama', 'Romance']",5.4
280,Russell Crowe,Virtuosity,1995,"['Action', 'Crime', 'Sci-Fi']",5.5
281,Russell Crowe,No Way Back,1995,"['Action', 'Crime', 'Drama']",5.1
282,Russell Crowe,Schneller als der Tod,1995,"['Action', 'Drama', 'Romance']",6.5
283,Russell Crowe,Immer Ärger mit der Liebe,1994,"['Comedy', 'Drama']",7.3
284,Russell Crowe,For the Moment,1993,"['Romance', 'War', 'Drama']",6.0
285,Russell Crowe,Der silberne Hengst,1993,"['Drama', 'Family']",5.8
286,Russell Crowe,Love in Limbo,1993,['Comedy'],5.4
287,Russell Crowe,Sommer des Erwachens,1993,"['Biography', 'Drama', 'Romance']",5.6
288,Russell Crowe,Romper Stomper,1992,"['Crime', 'Drama', 'Thriller']",6.8
289,Russell Crowe,Made in Spotswood - Die Fabrik der schrägen Vögel,1991,"['Comedy', 'Drama']",6.2
290,Russell Crowe,Proof - Blindes Vertrauen,1991,"['Drama', 'Romance']",7.2
291,Russell Crowe,The Crossing,1990,"['Drama', 'Romance']",5.4
292,Russell Crowe,Blutiger Schwur,1990,"['Drama', 'War']",6.4
293,Brad Pitt,IF,2024,"['Animation', 'Comedy', 'Drama']",6.5
294,Brad Pitt,Babylon,2022,"['Comedy', 'Drama', 'History']",7.1
295,Brad Pitt,Bullet Train,2022,"['Action', 'Comedy', 'Thriller']",7.3
296,Brad Pitt,The Lost City,2022,"['Action', 'Adventure', 'Comedy']",6.1
297,Brad Pitt,Ad Astra,2019,"['Adventure', 'Drama', 'Mystery']",6.5
298,Brad Pitt,Once Upon a Time... in Hollywood,2019,"['Comedy', 'Drama']",7.6
299,Brad Pitt,Deadpool 2,2018,"['Action', 'Adventure', 'Comedy']",7.6
300,Brad Pitt,War Machine,2017,"['Comedy', 'Drama', 'War']",6.0
301,Brad Pitt,Allied,2016,"['Action', 'Drama', 'Romance']",7.1
302,Brad Pitt,Voyage of Time,2016,"['Documentary', 'Animation']",7.0
303,Brad Pitt,The Big Short,2015,"['Biography', 'Comedy', 'Drama']",7.8
304,Brad Pitt,By the Sea,2015,"['Drama', 'Romance']",5.3
305,Angelina Jolie,Eternals,2021,"['Action', 'Adventure', 'Fantasy']",6.3
306,Angelina Jolie,They Want Me Dead,2021,"['Action', 'Drama', 'Thriller']",6.0
307,Angelina Jolie,Der einzig wahre Ivan,2020,"['Adventure', 'Comedy', 'Drama']",6.6
308,Angelina Jolie,Die Magie der Träume,2020,"['Adventure', 'Drama', 'Fantasy']",5.7
