,Actor,Movie,Year,Genre,Rating
908,Hugh Jackman,Erskineville Kings,1999,['Drama'],6.3
909,Hugh Jackman,Trucker mit Herz,1999,"['Comedy', 'Romance']",6.4
910,Edward Norton,Asteroid City,2023,"['Comedy', 'Drama', 'Romance']",6.5
911,Edward Norton,Glass Onion: A Knives Out Mystery,2022,"['Comedy', 'Crime', 'Drama']",7.1
912,Edward Norton,The French Dispatch,2021,"['Comedy', 'Drama', 'Romance']",7.1
913,Edward Norton,Motherless Brooklyn,2019,"['Crime', 'Drama', 'Mystery']",6.8
914,Edward Norton,Alita: Battle Angel,2019,"['Action', 'Adventure', 'Sci-Fi']",7.3
915,Edward Norton,Isle of Dogs - Ataris Reise,2018,"['Animation', 'Adventure', 'Comedy']",7.8
916,Edward Norton,Verborgene Schönheit,2016,"['Drama', 'Romance']",6.8
917,Edward Norton,Sausage Party - Es geht um die Wurst,2016,"['Animation', 'Adventure', 'Comedy']",6.1
918,Edward Norton,Die Schutzbrüder,2015,"['Animation', 'Comedy', 'Family']",5.5
919,Edward Norton,Birdman oder (Die unverhoffte Macht der Ahnungslosigkeit),2014,"['Comedy', 'Drama']",7.7
920,Edward Norton,Grand Budapest Hotel,2014,"['Adventure', 'Comedy', 'Crime']",8.1
921,Edward Norton,Das Bourne Vermächtnis,2012,"['Action', 'Adventure', 'Thriller']",6.6
922,Edward Norton,Moonrise Kingdom,2012,"['Adventure', 'Comedy', 'Drama']",7.8
923,Edward Norton,Der Diktator,2012,['Comedy'],6.5
924,Edward Norton,Stone,2010,"['Action', 'Drama', 'Mystery']",5.4
925,Edward Norton,Leaves of Grass,2009,"['Comedy', 'Crime', 'Drama']",6.4
926,Edward Norton,Lügen macht erfinderisch,2009,"['Comedy', 'Fantasy', 'Romance']",6.4
927,Edward Norton,Das Gesetz der Ehre,2008,"['Crime', 'Drama', 'Thriller']",6.6
928,Edward Norton,Der unglaubliche Hulk,2008,"['Action', 'Adventure', 'Sci-Fi']",6.6
929,Edward Norton,Der bunte Schleier,2006,"['Drama', 'Romance']",7.4
930,Edward Norton,The Illusionist - Nichts ist wie es scheint,2006,"['Drama', 'Fantasy', 'Mystery']",7.5
931,Edward Norton,Down in the Valley,2005,"['Drama', 'Romance', 'Thriller']",6.4
932,Edward Norton,Königreich der Himmel,2005,"['Action', 'Adventure', 'Drama']",7.3
933,Edward Norton,After the Sunset,2004,"['Action', 'Comedy', 'Crime']",6.2
934,Edward Norton,The Italian Job - Jagd auf Millionen,2003,"['Action', 'Crime', 'Thriller']",7.0
935,Edward Norton,25 Stunden,2002,['Drama'],7.6
936,Edward Norton,Roter Drache,2002,"['Crime', 'Drama', 'Thriller']",7.2
937,Edward Norton,Frida,2002,"['Biography', 'Drama', 'Romance']",7.3
938,Edward Norton,Tötet Smoochy,2002,"['Comedy', 'Crime', 'Drama']",6.3
939,Edward Norton,The Score,2001,"['Action', 'Crime', 'Drama']",6.8
940,Edward Norton,Glauben ist alles!,2000,"['Comedy', 'Drama', 'Romance']",6.4
941,Edward Norton,Fight Club,1999,['Drama'],8.8
942,Edward Norton,Rounders,1998,"['Crime', 'Drama']",7.3
943,Edward Norton,American History X,1998,"['Crime', 'Drama']",8.5
944,Edward Norton,Larry Flynt - Die nackte Wahrheit,1996,"['Biography', 'Drama']",7.3
945,Edward Norton,Zwielicht,1996,"['Crime', 'Drama', 'Mystery']",7.7
946,Edward Norton,Alle sagen: I love you,1996,"['Comedy', 'Musical', 'Romance']",6.7
947,Bruce Willis,Assassin,2023,"['Action', 'Crime', 'Thriller']",3.2
948,Bruce Willis,Detective Knight: Independence,2023,"['Action', 'Adventure', 'Crime']",3.4
949,Bruce Willis,Detective Knight: Redemption,2022,"['Action', 'Adventure', 'Mystery']",4.0
950,Bruce Willis,Paradise City: Endstation Rache,2022,"['Action', 'Thriller']",3.7
951,Bruce Willis,Detective Knight: Rogue,2022,"['Action', 'Adventure', 'Crime']",3.8
952,Bruce Willis,Wire Room,2022,"['Action', 'Thriller']",3.6
953,Bruce Willis,Wrong Place,2022,"['Action', 'Crime', 'Thriller']",3.4
954,Bruce Willis,White Elephant,2022,"['Action', 'Thriller']",4.4
955,Bruce Willis,Vendetta,2022,"['Action', 'Thriller']",3.7
956,Bruce Willis,Corrective Measures,2022,"['Action', 'Sci-Fi']",4.4
957,Bruce Willis,Fortress - Sniper's Eye,2022,"['Action', 'Thriller']",3.0
958,Bruce Willis,A Day to Die,2022,"['Action', 'Crime', 'Drama']",3.5
959,Bruce Willis,Gasoline Alley,2022,"['Action', 'Thriller']",3.9
960,Bruce Willis,American Siege,2021,"['Action', 'Thriller']",3.4
961,Bruce Willis,Fortress - Stunde der Abrechnung,2021,"['Action', 'Thriller']",3.3
962,Tom Hanks,Freaky Tales,2024,"['Adventure', 'Comedy', 'Drama']",7.2
963,Tom Hanks,Asteroid City,2023,"['Comedy', 'Drama', 'Romance']",6.5
964,Tom Hanks,A Man Called Otto,2022,"['Comedy', 'Drama']",7.5
965,Tom Hanks,Pinocchio,2022,"['Adventure', 'Comedy', 'Drama']",5.1
966,Tom Hanks,Elvis,2022,"['Biography', 'Drama', 'Music']",7.3
967,Tom Hanks,Finch,2021,"['Adventure', 'Drama', 'Sci-Fi']",6.9
968,Tom Hanks,News of the World,2020,"['Action', 'Adventure', 'Drama']",6.8
969,Tom Hanks,Borat Subsequent Moviefilm,2020,['Comedy'],6.6
970,Tom Hanks,Greyhound,2020,"['Action', 'Drama', 'History']",7.0
971,Tom Hanks,A Beautiful Day in the Neighborhood,2019,"['Biography', 'Drama']",7.2
972,Tom Hanks,Toy Story 4,2019,"['Animation', 'Adventure', 'Comedy']",7.7
973,Charlize Theron,Fast X,2023,"['Action', 'Adventure', 'Crime']",5.7
974,Charlize Theron,The School for Good and Evil,2022,"['Action', 'Comedy', 'Drama']",5.9
975,Charlize Theron,Doctor Strange in the Multiverse of Madness,2022,"['Action', 'Adventure', 'Fantasy']",6.9
976,Charlize Theron,The Addams Family 2,2021,"['Animation', 'Adventure', 'Comedy']",5.4
977,Charlize Theron,F9: The Fast Saga,2021,"['Action', 'Crime', 'Thriller']",5.2
978,Charlize Theron,The Old Guard,2020,"['Action', 'Thriller']",6.7
979,Charlize Theron,Bombshell,2019,"['Biography', 'Drama']",6.8
980,Charlize Theron,The Addams Family,2019,"['Animation', 'Comedy', 'Family']",5.8
981,Charlize Theron,Long Shot,2019,"['Comedy', 'Romance']",6.8
982,Charlize Theron,Gringo,2018,"['Action', 'Comedy', 'Crime']",6.1
983,Charlize Theron,Tully,2018,"['Comedy', 'Drama', 'Mystery']",6.9
984,Will Smith,Bad Boys: Ride or Die,2024,"['Action', 'Adventure', 'Comedy']",7.0
985,Will Smith,Emancipation,2022,"['Action', 'Thriller']",6.2
986,Will Smith,King Richard,2021,"['Biography', 'Drama', 'Sport']",7.5
987,Will Smith,Bad Boys for Life,2020,"['Action', 'Comedy', 'Crime']",6.5
988,Will Smith,Spies in Disguise,2019,"['Animation', 'Action', 'Adventure']",6.8
989,Will Smith,Gemini Man,2019,"['Action', 'Sci-Fi', 'Thriller']",5.7
990,Will Smith,Student of the Year 2,2019,"['Action', 'Comedy', 'Drama']",2.2
991,Will Smith,Aladdin,2019,"['Adventure', 'Comedy', 'Family']",6.9
992,Will Smith,Bright,2017,"['Action', 'Fantasy', 'Thriller']",6.3
993,Sean Connery,Sir Billi,2012,"['Animation', 'Adventure', 'Comedy']",2.8
994,Sean Connery,Die Liga der außergewöhnlichen Gentlemen,2003,"['Action', 'Adventure', 'Fantasy']",5.8
995,Sean Connery,Forrester - Gefunden!,2000,['Drama'],7.3
996,Sean Connery,Verlockende Falle,1999,"['Action', 'Crime', 'Romance']",6.3
997,Sean Connery,Leben und lieben in L.A.,1998,"['Comedy', 'Drama', 'Romance']",6.9
998,Sean Connery,"Mit Schirm, Charme und Melone",1998,"['Action', 'Adventure', 'Sci-Fi']",3.8
999,Sean Connery,The Rock: Fels der Entscheidung,1996,"['Action', 'Adventure', 'Thriller']",7.4
1000,Sean Connery,Dragonheart,1996,"['Action', 'Adventure', 'Fantasy']",6.4
1001,Sean Connery,Der erste Ritter,1995,"['Action', 'Adventure', 'Drama']",6.0
1002,Sean Connery,Im Sumpf des Verbrechens,1995,"['Action', 'Crime', 'Drama']",6.4
1003,Sean Connery,A Good Man in Africa,1994,['Comedy'],5.0
1004,Sean Connery,Die Wiege der Sonne,1993,"['Action', 'Crime', 'Drama']",6.2
1005,Keira Knightley,Boston Strangler,2023,"['Crime', 'Drama', 'History']",6.5
1006,Keira Knightley,Silent Night - Und morgen sind wir tot,2021,"['Comedy', 'Drama', 'Horror']",5.8
1007,Keira Knightley,Charlotte,2021,"['Animation', 'Biography', 'Drama']",6.4
1008,Keira Knightley,Die Misswahl - Der Beginn einer Revolution,2020,"['Comedy', 'Drama', 'History']",6.3
1009,Keira Knightley,Niemandsland - The Aftermath,2019,"['Drama', 'Romance', 'War']",6.3
1010,Keira Knightley,"Berlin, I Love You",2019,"['Drama', 'Romance']",4.7
1011,Keira Knightley,Official Secrets,2019,"['Biography', 'Crime', 'Drama']",7.3
1012,Keira Knightley,Der Nussknacker und die vier Reiche,2018,"['Adventure', 'Family', 'Fantasy']",5.6
1013,Keira Knightley,Colette,2018,"['Biography', 'Drama', 'History']",6.7
1014,Keira Knightley,Pirates of the Caribbean: Salazars Rache,2017,"['Action', 'Adventure', 'Fantasy']",6.5
1015,Keira Knightley,Verborgene Schönheit,2016,"['Drama', 'Romance']",6.8
1016,Keira Knightley,Everest,2015,"['Action', 'Adventure', 'Biography']",7.1
1017,Keira Knightley,The Imitation Game - Ein streng geheimes Leben,2014,"['Biography', 'Drama', 'Thriller']",8.0
1018,Keira Knightley,Grow Up!? - Erwachsen werd' ich später,2014,"['Comedy', 'Drama', 'Romance']",6.4
1019,Keira Knightley,Jack Ryan: Shadow Recruit,2014,"['Action', 'Drama', 'Thriller']",6.2
1020,Keira Knightley,Can a Song Save Your Life?,2013,"['Comedy', 'Drama', 'Music']",7.4
1021,Keira Knightley,Anna Karenina,2012,"['Drama', 'Romance']",6.6
1022,Keira Knightley,Auf der Suche nach einem Freund fürs Ende der Welt,2012,"['Adventure', 'Comedy', 'Drama']",6.7
1023,Keira Knightley,Eine dunkle Begierde,2011,"['Biography', 'Drama', 'Romance']",6.4
1024,Keira Knightley,London Boulevard,2010,"['Crime', 'Drama']",6.2
1025,Keira Knightley,Last Night - Nur eine Nacht,2010,"['Drama', 'Romance']",6.5
1026,Keira Knightley,"Alles, was wir geben mussten",2010,"['Drama', 'Romance', 'Sci-Fi']",7.1
1027,Keira Knightley,Die Herzogin,2008,"['Biography', 'Drama', 'History']",6.9
1028,Keira Knightley,Edge of Love - Was von der Liebe bleibt,2008,"['Biography', 'Drama', 'Romance']",6.1
1029,Keira Knightley,Silk,2007,"['Drama', 'Romance']",5.8
1030,Keira Knightley,Abbitte,2007,"['Drama', 'Mystery', 'Romance']",7.8
1031,Keira Knightley,Pirates of the Caribbean - Am Ende der Welt,2007,"['Action', 'Adventure', 'Fantasy']",7.1
1032,Keira Knightley,Pirates of the Caribbean - Fluch der Karibik 2,2006,"['Action', 'Adventure', 'Fantasy']",7.4
1033,Keira Knightley,Domino,2005,"['Action', 'Biography', 'Crime']",5.9
1034,Keira Knightley,Stolz & Vorurteil,2005,"['Drama', 'Romance']",7.8
1035,Keira Knightley,The Jacket,2005,"['Drama', 'Fantasy', 'Mystery']",7.1
1036,Keira Knightley,King Arthur,2004,"['Action', 'Adventure', 'Drama']",6.3
1037,Keira Knightley,Tatsächlich... Liebe,2003,"['Comedy', 'Drama', 'Romance']",7.6
1038,Keira Knightley,Fluch der Karibik,2003,"['Action', 'Adventure', 'Fantasy']",8.1
1039,Keira Knightley,Pure,2002,['Drama'],6.8
1040,Keira Knightley,Donnerhosen,2002,"['Comedy', 'Family', 'Sci-Fi']",3.8
1041,Keira Knightley,Kick It Like Beckham,2002,"['Comedy', 'Drama', 'Romance']",6.7
1042,Keira Knightley,The Hole,2001,"['Drama', 'Mystery', 'Thriller']",6.2
1043,Keira Knightley,Star Wars: Episode I - Die dunkle Bedrohung,1999,"['Action', 'Adventure', 'Fantasy']",6.5
1044,Keira Knightley,Unschuldige Lügen,1995,"['Drama', 'Mystery', 'Thriller']",4.5
1045,Vin Diesel,Fast X,2023,"['Action', 'Adventure', 'Crime']",5.7
1046,Vin Diesel,Guardians of the Galaxy Vol. 3,2023,"['Action', 'Adventure', 'Comedy']",7.9
1047,Vin Diesel,Thor: Love and Thunder,2022,"['Action', 'Adventure', 'Comedy']",6.2
1048,Vin Diesel,F9: The Fast Saga,2021,"['Action', 'Crime', 'Thriller']",5.2
1049,Vin Diesel,Bloodshot,2020,"['Action', 'Adventure', 'Sci-Fi']",5.7
1050,Vin Diesel,Avengers: Endgame,2019,"['Action', 'Adventure', 'Drama']",8.4
1051,Vin Diesel,Ralph Breaks the Internet,2018,"['Animation', 'Adventure', 'Comedy']",7.0
1052,Vin Diesel,Avengers: Infinity War,2018,"['Action', 'Adventure', 'Sci-Fi']",8.4
1053,Matt Damon,IF,2024,"['Animation', 'Comedy', 'Drama']",6.5
1054,Matt Damon,Drive-Away Dolls,2024,"['Action', 'Comedy', 'Thriller']",5.5
1055,Matt Damon,Oppenheimer,2023,"['Biography', 'Drama', 'History']",8.3
1056,Matt Damon,Air,2023,"['Drama', 'Sport']",7.4
1057,Matt Damon,Thor: Love and Thunder,2022,"['Action', 'Adventure', 'Comedy']",6.2
1058,Matt Damon,The Last Duel,2021,"['Action', 'Drama', 'History']",7.4
1059,Matt Damon,Stillwater,2021,"['Crime', 'Drama', 'Mystery']",6.6
1060,Matt Damon,No Sudden Move,2021,"['Crime', 'Drama', 'Mystery']",6.4
1061,Matt Damon,Jay and Silent Bob Reboot,2019,"['Action', 'Adventure', 'Comedy']",5.6
1062,Matt Damon,Ford v Ferrari,2019,"['Action', 'Biography', 'Drama']",8.1
1063,Matt Damon,Deadpool 2,2018,"['Action', 'Adventure', 'Comedy']",7.6
1064,Matt Damon,Unsane,2018,"['Drama', 'Horror', 'Mystery']",6.4
1065,Richard Gere,Longing,2024,"['Comedy', 'Drama']",6.1
1066,Richard Gere,Oh Canada,2024,['Drama'],5.2
1067,Richard Gere,Hochzeit auf Umwegen,2023,"['Comedy', 'Romance']",5.0
1068,Richard Gere,Three Christs,2017,['Drama'],6.3
1069,Richard Gere,The Dinner,2017,"['Crime', 'Drama', 'Thriller']",4.5
1070,Richard Gere,Norman,2016,"['Drama', 'Thriller']",6.1
1071,Richard Gere,Der Glücksbringer - Liebe gibt es nicht umsonst,2015,['Drama'],5.2
1072,Richard Gere,Best Exotic Marigold Hotel 2,2015,"['Comedy', 'Drama', 'Romance']",6.5
1073,Richard Gere,Time Out of Mind,2014,['Drama'],5.8
1074,Richard Gere,Henry & Me,2014,"['Animation', 'Family']",6.0
1075,Richard Gere,Movie 43,2013,['Comedy'],4.3
1076,Richard Gere,Arbitrage - Macht ist das beste Alibi,2012,"['Drama', 'Thriller']",6.6
1077,Richard Gere,The Double - Eiskaltes Duell,2011,"['Action', 'Adventure', 'Crime']",5.9
1078,Richard Gere,Amelia,2009,"['Adventure', 'Biography', 'Drama']",5.8
1079,Richard Gere,Hachiko - Eine wunderbare Freundschaft,2009,"['Biography', 'Drama', 'Family']",8.1
1080,Richard Gere,Gesetz der Strasse - Brooklyn's Finest,2009,"['Action', 'Crime', 'Drama']",6.7
1081,Richard Gere,Das Lächeln der Sterne,2008,"['Drama', 'Romance']",6.0
1082,Richard Gere,Hunting Party - Wenn der Jäger zum Gejagten wird,2007,"['Adventure', 'Comedy', 'Drama']",6.8
1083,Richard Gere,I'm Not There,2007,"['Biography', 'Drama', 'Music']",6.8
1084,Richard Gere,The Flock - Dunkle Triebe,2007,"['Crime', 'Drama', 'Mystery']",5.7
1085,Richard Gere,Der große Bluff,2006,"['Biography', 'Comedy', 'Drama']",6.7
1086,Richard Gere,Die Buchstabenprinzessin,2005,"['Drama', 'Family']",5.5
1087,Richard Gere,Darf ich bitten?,2004,"['Comedy', 'Drama', 'Music']",6.2
1088,Richard Gere,Chicago,2002,"['Comedy', 'Crime', 'Musical']",7.2
1089,Richard Gere,Untreu,2002,"['Drama', 'Romance', 'Thriller']",6.7
1090,Richard Gere,The Mothman Prophecies - Tödliche Visionen,2002,"['Drama', 'Horror', 'Mystery']",6.4
1091,Richard Gere,Dr. T and the Women,2000,"['Comedy', 'Drama', 'Romance']",4.7
1092,Richard Gere,Es begann im September,2000,"['Drama', 'Romance']",5.6
1093,Richard Gere,"Die Braut, die sich nicht traut",1999,"['Comedy', 'Romance']",5.6
1094,Richard Gere,Der Schakal,1997,"['Action', 'Crime', 'Drama']",6.4
1095,Richard Gere,Red Corner - Labyrinth ohne Ausweg,1997,"['Crime', 'Drama', 'Thriller']",6.3
1096,Richard Gere,Zwielicht,1996,"['Crime', 'Drama', 'Mystery']",7.7
1097,Richard Gere,Der erste Ritter,1995,"['Action', 'Adventure', 'Drama']",6.0
1098,Richard Gere,Begegnungen,1994,"['Drama', 'Romance']",5.4
1099,Richard Gere,Mr. Jones,1993,"['Drama', 'Romance']",5.8
1100,Richard Gere,Sommersby,1993,"['Drama', 'Mystery', 'Romance']",6.3
1101,Richard Gere,Eiskalte Leidenschaft,1992,"['Drama', 'Thriller']",5.9
1102,Richard Gere,Rhapsodie im August,1991,"['Drama', 'War']",7.2
1103,Richard Gere,Pretty Woman,1990,"['Comedy', 'Romance']",7.1
1104,Richard Gere,"Internal Affairs - Trau' ihm, er ist ein Cop",1990,"['Crime', 'Drama', 'Thriller']",6.5
1105,Richard Gere,Der letzte Outlaw,1988,"['Action', 'Crime', 'Drama']",5.7
1106,Richard Gere,Gnadenlos,1986,"['Crime', 'Drama', 'Romance']",5.7
1107,Richard Gere,Power - Der Weg zum Ruhm,1986,['Drama'],5.7
1108,Richard Gere,König David,1985,"['Adventure', 'Biography', 'Drama']",5.3
1109,Richard Gere,Cotton Club,1984,"['Crime', 'Drama', 'Music']",6.5
1110,Richard Gere,Der Honorarkonsul,1983,"['Drama', 'Romance', 'Thriller']",5.7
1111,Richard Gere,Atemlos,1983,"['Action', 'Drama', 'Romance']",6.0
1112,Richard Gere,Ein Offizier und Gentleman,1982,"['Drama', 'Romance']",7.1
1113,Richard Gere,Ein Mann für gewisse Stunden,1980,"['Crime', 'Drama', 'Mystery']",6.3
1114,Richard Gere,Yanks - Gestern waren wir noch Fremde,1979,"['Drama', 'War']",6.4
1115,Richard Gere,Heißes Blut,1978,['Drama'],5.8
1116,Richard Gere,In der Glut des Südens,1978,"['Drama', 'Romance']",7.7
1117,Richard Gere,Auf der Suche nach Mr. Goodbar,1977,['Drama'],6.7
1118,Richard Gere,Baby Blue Marine,1976,['Drama'],6.1
1119,Richard Gere,Der einsame Job,1975,"['Action', 'Crime', 'Drama']",6.7
1120,Catherine Zeta-Jones,Dad's Army,2016,"['Comedy', 'War']",5.2
1121,Catherine Zeta-Jones,R.E.D. 2 - Noch Älter. Härter. Besser.,2013,"['Action', 'Comedy', 'Crime']",6.6
1122,Catherine Zeta-Jones,Side Effects - Tödliche Nebenwirkungen,2013,"['Crime', 'Drama', 'Mystery']",7.1
1123,Catherine Zeta-Jones,Broken City - Stadt des Verbrechens,2013,"['Action', 'Crime', 'Drama']",6.1
1124,Catherine Zeta-Jones,Kiss the Coach,2012,"['Comedy', 'Romance', 'Sport']",5.7
1125,Catherine Zeta-Jones,Rock of Ages,2012,"['Comedy', 'Drama', 'Musical']",5.9
1126,Catherine Zeta-Jones,Lady Vegas,2012,"['Comedy', 'Drama', 'Romance']",4.8
1127,Catherine Zeta-Jones,Lieber verliebt,2009,"['Comedy', 'Romance']",6.3
1128,Catherine Zeta-Jones,Tödliche Magie,2007,"['Drama', 'History', 'Romance']",5.8
1129,Catherine Zeta-Jones,Rezept zum Verlieben,2007,"['Comedy', 'Drama', 'Romance']",6.3
1130,Catherine Zeta-Jones,Die Legende des Zorro,2005,"['Action', 'Adventure', 'Romance']",6.0
1131,Catherine Zeta-Jones,Ocean's Twelve,2004,"['Crime', 'Thriller']",6.5
1132,Catherine Zeta-Jones,Terminal,2004,"['Comedy', 'Drama', 'Romance']",7.4
1133,Catherine Zeta-Jones,Ein (un)möglicher Härtefall,2003,"['Comedy', 'Crime', 'Romance']",6.3
1134,Catherine Zeta-Jones,Sinbad - Der Herr der sieben Meere,2003,"['Animation', 'Adventure', 'Comedy']",6.7
1135,Catherine Zeta-Jones,Chicago,2002,"['Comedy', 'Crime', 'Musical']",7.2
1136,Catherine Zeta-Jones,America's Sweethearts,2001,"['Comedy', 'Romance']",5.7
1137,Catherine Zeta-Jones,Traffic - Macht des Kartells,2000,"['Crime', 'Drama', 'Thriller']",7.6
1138,Catherine Zeta-Jones,High Fidelity,2000,"['Comedy', 'Drama', 'Music']",7.4
1139,Catherine Zeta-Jones,Das Geisterschloss,1999,"['Fantasy', 'Horror', 'Mystery']",5.0
1140,Catherine Zeta-Jones,Verlockende Falle,1999,"['Action', 'Crime', 'Romance']",6.3
1141,Catherine Zeta-Jones,Die Maske des Zorro,1998,"['Action', 'Adventure', 'Comedy']",6.8
1142,Catherine Zeta-Jones,Das Phantom,1996,"['Action', 'Adventure', 'Comedy']",5.1
1143,Catherine Zeta-Jones,Gegen die Brandung,1995,"['Comedy', 'Drama', 'Romance']",5.2
1144,Catherine Zeta-Jones,Und ewig schleichen die Erben,1993,"['Comedy', 'Crime']",5.5
1145,Catherine Zeta-Jones,Christopher Columbus - Der Entdecker,1992,"['Adventure', 'Biography', 'Drama']",4.4
1146,Catherine Zeta-Jones,Sheherazade - Mit 1001 PS ins Abenteuer,1990,"['Adventure', 'Comedy', 'Fantasy']",5.4
1147,Clive Owen,Lui,2021,"['Drama', 'Thriller']",4.7
1148,Clive Owen,Guida romantica a posti perduti,2020,['Drama'],5.5
1149,Clive Owen,Gemini Man,2019,"['Action', 'Sci-Fi', 'Thriller']",5.7
1150,Clive Owen,The Song of Names,2019,"['Drama', 'Music', 'Mystery']",6.5
1151,Clive Owen,The Informer,2019,"['Action', 'Crime', 'Drama']",6.6
1152,Clive Owen,Anon,2018,"['Crime', 'Mystery', 'Sci-Fi']",6.1
1153,Clive Owen,Ophelia,2018,"['Drama', 'Romance', 'Thriller']",6.5
1154,Clive Owen,Valerian - Die Stadt der tausend Planeten,2017,"['Action', 'Adventure', 'Fantasy']",6.4
1155,Clive Owen,The Confirmation,2016,"['Adventure', 'Comedy', 'Drama']",6.4
1156,Clive Owen,Last Knights - Die Ritter des 7. Ordens,2015,"['Action', 'Drama', 'History']",6.2
1157,Clive Owen,Words & Pictures,2013,"['Comedy', 'Drama', 'Romance']",6.6
1158,Clive Owen,Blood Ties,2013,"['Action', 'Crime', 'Drama']",6.5
1159,Clive Owen,Shadow Dancer,2012,"['Drama', 'Mystery', 'Thriller']",6.2
1160,Clive Owen,Intruders,2011,"['Fantasy', 'Horror', 'Thriller']",5.4
1161,Clive Owen,Killer Elite,2011,"['Action', 'Crime', 'Thriller']",6.4
1162,Clive Owen,Trust - Blindes Vertrauen,2010,"['Crime', 'Drama', 'Mystery']",6.9
1163,Clive Owen,The Boys Are Back - Zurück ins Leben,2009,['Drama'],6.8
1164,Clive Owen,Duplicity - Gemeinsame Geheimsache,2009,"['Comedy', 'Crime', 'Romance']",6.1
1165,Clive Owen,The International,2009,"['Action', 'Crime', 'Drama']",6.5
1166,Clive Owen,Elizabeth - Das goldene Königreich,2007,"['Biography', 'Drama', 'History']",6.8
1167,Clive Owen,Shoot 'Em Up,2007,"['Action', 'Comedy', 'Thriller']",6.6
1168,Clive Owen,Children of Men,2006,"['Action', 'Drama', 'Sci-Fi']",7.9
1169,Clive Owen,Inside Man,2006,"['Crime', 'Drama', 'Mystery']",7.6
1170,Clive Owen,Der rosarote Panther,2006,"['Adventure', 'Comedy', 'Crime']",5.7
1171,Clive Owen,Entgleist,2005,"['Crime', 'Drama', 'Thriller']",6.6
1172,Clive Owen,Sin City,2005,"['Crime', 'Thriller']",8.0
1173,Clive Owen,Hautnah,2004,"['Drama', 'Romance']",7.2
1174,Clive Owen,King Arthur,2004,"['Action', 'Adventure', 'Drama']",6.3
1175,Clive Owen,Jenseits aller Grenzen,2003,"['Adventure', 'Drama', 'Romance']",6.4
1176,Clive Owen,Dead Simple,2003,"['Crime', 'Drama', 'Mystery']",5.8
1177,Clive Owen,Die Bourne Identität,2002,"['Action', 'Mystery', 'Thriller']",7.8
1178,Clive Owen,Gosford Park,2001,"['Comedy', 'Drama', 'Mystery']",7.2
1179,Clive Owen,Greenfingers - Harte Jungs & zarte Triebe,2000,"['Comedy', 'Crime', 'Drama']",6.8
1180,Clive Owen,Der Croupier,1998,"['Crime', 'Drama']",7.0
1181,Clive Owen,Bent,1997,"['Drama', 'History', 'Romance']",7.1
1182,Clive Owen,The Rich Man's Wife,1996,['Thriller'],5.3
1183,Clive Owen,The Turnaround,1995,"['Crime', 'Drama']",7.3
1184,Clive Owen,Century,1993,"['Drama', 'Romance']",6.2
1185,Clive Owen,Schließe meine Augen - Begehre oder Töte mich,1991,"['Drama', 'Romance']",6.2
1186,Clive Owen,Vroom! - Ab in die Freiheit,1990,"['Drama', 'Romance']",5.2
1187,Mel Gibson,Desperation Road,2023,"['Action', 'Crime', 'Drama']",5.8
1188,Mel Gibson,New York Confidential,2023,"['Action', 'Crime', 'Thriller']",3.9
1189,Mel Gibson,On the Line,2022,['Thriller'],5.4
1190,Mel Gibson,Bandit,2022,"['Crime', 'Drama', 'Thriller']",6.4
1191,Mel Gibson,Hot Seat,2022,"['Action', 'Thriller']",4.3
1192,Mel Gibson,Father Stu,2022,"['Biography', 'Drama']",6.5
1193,Mel Gibson,Agent Game,2022,"['Action', 'Thriller']",4.0
1194,Mel Gibson,Panama,2022,"['Action', 'Thriller']",3.5
1195,Mel Gibson,Last Looks,2021,"['Action', 'Comedy', 'Mystery']",5.8
1196,Mel Gibson,Dangerous,2021,"['Action', 'Thriller']",5.2
1197,Mel Gibson,Fatman,2020,"['Action', 'Adventure', 'Comedy']",5.9
1198,Mel Gibson,Force of Nature,2020,"['Action', 'Adventure', 'Crime']",4.6
1199,Mel Gibson,Boss Level,2020,"['Action', 'Adventure', 'Comedy']",6.8
1200,Mel Gibson,The Professor and the Madman,2019,"['Biography', 'Drama', 'History']",7.2
1201,Mel Gibson,Dragged Across Concrete,2018,"['Action', 'Crime', 'Drama']",6.9
1202,Mel Gibson,"Daddy's Home 2: Mehr Väter, mehr Probleme!",2017,['Comedy'],6.0
1203,Mel Gibson,Blood Father,2016,"['Action', 'Crime', 'Drama']",6.4
1204,Mel Gibson,The Expendables 3,2014,"['Action', 'Adventure', 'Thriller']",6.1
1205,Mel Gibson,Machete Kills,2013,"['Action', 'Comedy', 'Crime']",5.6
1206,Mel Gibson,Get the Gringo,2012,"['Action', 'Drama', 'Thriller']",6.9
1207,Mel Gibson,Der Biber,2011,['Drama'],6.6
1208,Mel Gibson,Auftrag Rache,2010,"['Action', 'Adventure', 'Drama']",6.6
1209,Mel Gibson,Paparazzi,2004,"['Action', 'Crime', 'Drama']",5.7
1210,Mel Gibson,The Singing Detective,2003,"['Comedy', 'Crime', 'Musical']",5.4
1211,Mel Gibson,Signs - Zeichen,2002,"['Drama', 'Mystery', 'Sci-Fi']",6.8
1212,Mel Gibson,Wir waren Helden,2002,"['Action', 'Drama', 'History']",7.2
1213,Mel Gibson,Was Frauen wollen,2000,"['Comedy', 'Fantasy', 'Romance']",6.4
1214,Mel Gibson,Der Patriot,2000,"['Action', 'Drama', 'History']",7.2
